ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3913965,Bing,NA,2,2019-02-21T13:23:01Z,2019-02-21T13:52:42Z,40.643554,-74.702404,NA,NA,0,At I-287/Exit 29 - Accident. Left lane blocked.,NA,I-78 E,R,Bedminster,Somerset,NJ,07921,US,US/Eastern,KSMQ,2019-02-21T12:53:00Z,46.9,NA,66,29.96,10,Variable,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2146195,MapQuest,201,2,2018-05-23T17:00:35Z,2018-05-23T18:00:22Z,34.125069,-81.233437,NA,NA,0,Accident on US-76 Dutch Fork Rd at SC-6 Dreher Shoals Rd.,1276,Dutch Fork Rd,L,Irmo,Richland,SC,29063-8824,US,US/Eastern,KFDW,2018-05-23T16:55:00Z,84.2,NA,58,30.03,10,South,6.9,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-200514,MapQuest,201,2,2017-01-17T05:22:38Z,2017-01-17T05:52:30Z,40.572018,-74.146996,NA,NA,0.01,Accident on Arthur Kill Rd at Richmond Rd.,51,Arthur Kill Rd,R,Staten Island,Richmond,NY,10306,US,US/Eastern,KLDJ,2017-01-17T05:15:00Z,38.5,NA,59,30.24,10,Calm,NA,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2810461,Bing,NA,2,2016-07-20T07:09:49Z,2016-07-20T13:09:49Z,42.00722,-88.20324,NA,NA,0.18,At US-20/Lake St - Accident.,NA,State Route 59,R,Bartlett,Cook,IL,60103,US,US/Central,KDPA,2016-07-20T06:52:00Z,71.1,NA,84,30.2,7,South,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-882104,MapQuest,201,2,2020-01-07T16:15:42Z,2020-01-07T17:14:02Z,42.22525,-71.004204,NA,NA,0,Accident on MA-3 Northbound before Washington St.,NA,MA-3 N,R,Braintree,Norfolk,MA,02184,US,US/Eastern,KMQE,2020-01-07T15:53:00Z,43,43,37,29.96,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-217352,MapQuest,201,3,2016-06-25T10:08:24Z,2016-06-25T11:23:24Z,40.696968,-74.368988,NA,NA,0,Accident on I-78 Westbound at Exit 45 County Hwy-527 Glenside Ave.,NA,I-78 W,R,Summit,Union,NJ,07901,US,US/Eastern,KMMU,2016-06-25T09:45:00Z,73.4,NA,65,30.2,10,NE,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2263313,MapQuest,201,3,2018-03-21T12:30:20Z,2018-03-21T13:15:00Z,37.687931,-77.452118,NA,NA,0,Right hand shoulder blocked due to accident on I-95 Southbound at Exits 86A 86A-B 86B VA-656 Sliding Hill Rd.,NA,Sliding Hill Rd,R,Ashland,Hanover,VA,23005,US,US/Eastern,KOFP,2018-03-21T12:54:00Z,32,24.8,96,29.65,0.2,NW,8.1,0.04,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1161767,MapQuest,201,3,2019-10-01T17:35:45Z,2019-10-01T18:34:28Z,40.943321,-117.478882,NA,NA,0,Accident on I-80 Westbound at Exit 194 NV-789.,NA,I-80 W,R,Golconda,Humboldt,NV,89414,US,US/Pacific,KWMC,2019-10-01T17:56:00Z,50,50,39,25.63,10,NNW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-190159,MapQuest,201,2,2016-08-09T22:34:52Z,2016-08-09T23:19:52Z,42.927814,-85.681854,NA,NA,0,Accident on Burton St at US-131.,NA,Burton St SW,R,Grand Rapids,Kent,MI,49503,US,US/Eastern,KGRR,2016-08-09T22:53:00Z,72,NA,64,30.03,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2830449,Bing,NA,2,2016-12-15T12:38:48Z,2016-12-15T18:38:48Z,33.93338,-118.35241,NA,NA,0.191,At Hawthorne Blvd - Accident.,NA,Hawthorne Blvd,R,Inglewood,Los Angeles,CA,90304,US,US/Pacific,KHHR,2016-12-15T12:53:00Z,63,NA,81,29.97,4,SW,9.2,NA,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3013896,Bing,NA,2,2020-12-13T08:55:00Z,2020-12-13T11:59:51Z,34.063631,-117.816193,NA,NA,0.072,Accident on The Mall Rd (I-10) from Kellogg Dr/Exit 42 (I-10) to San Bernardino Fwy E - I-10 E.,NA,I-10 E,R,Pomona,Los Angeles,CA,91768,US,US/Pacific,KPOC,2020-12-13T08:47:00Z,54,54,30,29.19,10,ENE,5,NA,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3557337,Bing,NA,2,2020-06-17T08:27:03Z,2020-06-17T08:49:19Z,39.69682,-86.18269,NA,NA,2.056,At US-31/IN-37/East St/Exit 2 - Accident. Hard shoulder blocked.,NA,IN-37,R,Indianapolis,Marion,IN,46217,US,US/Eastern,KIND,2020-06-17T08:54:00Z,72,72,57,29.36,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3123366,Bing,NA,2,2020-12-24T15:24:00Z,2020-12-24T18:00:29Z,43.060716,-83.76263,NA,NA,0.005,Incident on I-75 SB near W PIERSON RD Expect delays.,NA,US-23 S,R,Flint,Genesee,MI,48504,US,US/Eastern,KFNT,2020-12-24T15:45:00Z,25,16,58,28.9,10,WSW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1516630,MapQuest,201,3,2019-03-11T11:15:13Z,2019-03-11T11:44:46Z,30.413427,-81.744881,NA,NA,0,Left hand shoulder blocked due to accident on I-295 Northbound at US-1 New Kings Rd.,NA,W Beltway N,R,Jacksonville,Duval,FL,32219,US,US/Eastern,KJAX,2019-03-11T10:56:00Z,75.9,NA,71,30.2,10,Calm,NA,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2559436,MapQuest,201,2,2017-10-19T12:34:48Z,2017-10-19T13:18:58Z,33.419399,-82.027428,NA,NA,0,Accident on Lumpkin Rd near Fleming Dr.,2898,Fleming Dr,L,Augusta,Richmond,GA,30906-3315,US,US/Eastern,KAGS,2017-10-19T12:53:00Z,73.9,NA,48,30.29,10,North,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4128152,Bing,NA,3,2017-10-02T05:14:27Z,2017-10-02T11:14:27Z,33.288913,-84.10978,NA,NA,0,At GA-16/Exit 205 - Accident.,NA,I-75 S,R,Locust Grove,Spalding,GA,30248,US,US/Eastern,K6A2,2017-10-02T05:15:00Z,60.8,NA,72,30.23,10,ENE,3.5,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-421598,MapQuest,406,3,2017-04-20T05:13:24Z,2017-04-20T06:00:11Z,42.069466,-72.101807,NA,NA,0.01,Entry ramp closed due to rolled over tractor trailer on I-84 Westbound at Route 15.,265,Route 15,L,Sturbridge,Worcester,MA,01566-1155,US,US/Eastern,KORH,2017-04-20T04:54:00Z,43,38.2,93,30.14,8,SW,8.1,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-438077,MapQuest,241,2,2017-05-21T20:30:38Z,2017-05-21T21:00:17Z,38.013554,-121.997269,NA,NA,0.00999999977648,Lane blocked and queueing traffic due to accident on CA-4 Westbound at Exit 17 Willow Pass Rd.,NA,CA-4 E,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2017-05-21T20:53:00Z,75.9,NA,45,29.86,10,NW,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3493768,Bing,NA,2,2020-05-14T16:54:00Z,2020-05-14T18:26:33Z,35.352778,-119.0375,NA,NA,0,At CA-99 - Accident.,NA,CA-58 W,R,Bakersfield,Kern,CA,93304,US,US/Pacific,KBFL,2020-05-14T16:54:00Z,79,79,23,29.46,10,NNW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1335561,MapQuest,245,3,2019-06-03T16:28:08Z,2019-06-03T17:27:56Z,34.134701,-117.629112,NA,NA,0,Two lanes blocked due to accident on CA-210 Eastbound at Exit 56 Campus Ave.,NA,CA-210 E,R,Upland,San Bernardino,CA,91784,US,US/Pacific,KONT,2019-06-03T16:53:00Z,81,81,42,28.85,6,W,12,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1438415,MapQuest,241,2,2019-04-30T07:57:07Z,2019-04-30T09:11:45Z,34.710159,-86.590302,NA,NA,0,Lane blocked due to accident on US-231 Memorial Pkwy Southbound at Bob Wallace Ave.,NA,AL-53 S,R,Huntsville,Madison,AL,35801,US,US/Central,KHUA,2019-04-30T07:58:00Z,67,67,72,29.46,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2177008,MapQuest,201,2,2018-04-09T20:41:39Z,2018-04-09T21:11:21Z,35.686275,-78.604126,NA,NA,0,Accident on Timber Dr at NC-50 Benson Rd.,101,Timber Dr,R,Garner,Wake,NC,27529-4878,US,US/Eastern,KRDU,2018-04-09T20:51:00Z,46.9,NA,77,30.11,10,Variable,3.5,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-1065782,MapQuest,201,2,2019-10-17T08:05:22Z,2019-10-17T09:49:16Z,41.03091,-124.109978,NA,NA,0,Accident on Scenic Dr at Seadrift Ln.,2300,Scenic Dr,L,Trinidad,Humboldt,CA,95570-9716,US,US/Pacific,KACV,2019-10-17T07:53:00Z,51,51,92,29.72,10,ESE,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2302563,MapQuest,201,2,2018-02-08T16:12:12Z,2018-02-08T17:11:58Z,35.771011,-78.583244,NA,NA,0,Accident on Sunnybrook Rd at Poole Rd.,591,Sunnybrook Rd,L,Raleigh,Wake,NC,27610-2850,US,US/Eastern,KRDU,2018-02-08T15:51:00Z,48,NA,42,30.4,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-958510,MapQuest,201,3,2020-02-18T08:30:20Z,2020-02-18T09:15:01Z,34.992146,-85.205177,NA,NA,0,Right lane blocked and right hand shoulder blocked due to accident on I-75 Northbound before Exits 1 1A US-41 Ringgold Rd.,NA,I-75 N,R,Chattanooga,Hamilton,TN,37412,US,US/Eastern,KCHA,2020-02-18T08:53:00Z,55,55,93,29.37,2,S,6,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-621201,MapQuest,201,2,2020-09-28T18:18:56Z,2020-09-28T19:33:40Z,32.93948,-96.814011,NA,NA,0,Accident on Spring Valley Rd at Montfort Dr.,5498,Spring Valley Rd,R,Dallas,Dallas,TX,75240,US,US/Central,KADS,2020-09-28T17:55:00Z,73,73,27,29.39,10,N,12,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1722443,MapQuest,201,3,2018-12-29T00:36:28Z,2018-12-29T01:03:24Z,41.425797,-73.627686,NA,NA,0,Right hand shoulder blocked due to accident on I-84 Westbound at Exit 19 NY-312.,NA,I-84 W,R,Brewster,Putnam,NY,10509,US,US/Eastern,KDXR,2018-12-29T00:53:00Z,54,NA,90,29.81,9,West,11.5,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-732703,MapQuest,201,2,2020-08-18T04:59:58Z,2020-08-18T05:45:53Z,33.609219,-113.620827,NA,NA,25.2199993134,Accident on I-10 Westbound between Exit 69 Avenue 75 and Exit 53 Hovatter Rd.,NA,I-10 E,R,Salome,La Paz,AZ,85348,US,US/Mountain,KBXK,2020-08-18T04:55:00Z,88,88,43,28.82,7,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4216915,Bing,NA,2,2019-07-07T15:34:52Z,2019-07-07T16:04:42Z,43.8832,-70.33607,NA,NA,10.863,Between US-202/W Gray Rd/Exit 63 and ME-100/ME-26/Gray Rd/Exit 53 - Accident.,NA,I-95 S,R,Gray,Cumberland,ME,04039,US,US/Eastern,KLEW,2019-07-07T15:56:00Z,79,79,32,29.6,10,NW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-280794,MapQuest,201,2,2016-11-19T09:23:05Z,2016-11-19T09:52:35Z,29.750015,-95.371719,NA,NA,0,Accident on Pierce St Eastbound at Travis St.,899,Pierce St,L,Houston,Harris,TX,77002-8036,US,US/Central,KMCJ,2016-11-19T09:15:00Z,50,NA,50,30.49,10,NNE,15,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3454588,Bing,NA,2,2020-05-29T15:49:00Z,2020-05-29T16:22:36Z,33.85636,-117.7856,NA,NA,0.526,At CA-55/Costa Mesa Fwy - Accident.,NA,CA-91 W,R,Anaheim,Orange,CA,92807,US,US/Pacific,KFUL,2020-05-29T15:53:00Z,72,72,61,29.86,10,SSW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2174353,MapQuest,201,3,2018-04-06T06:43:58Z,2018-04-06T07:28:15Z,37.66637,-122.107491,NA,NA,0,Accident on I-880 Northbound at Exit 29 A St.,NA,I-880 N,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,2018-04-06T06:54:00Z,57.9,NA,90,30,5,South,6.9,0.01,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-3391672,Bing,NA,2,2020-09-17T16:02:00Z,2020-09-17T17:23:00Z,33.885987,-84.4676,NA,NA,0.905,Incident on I-285 NB near I-75 Right lane blocked. Expect delays.,NA,GA-407 E,R,Atlanta,Cobb,GA,30339,US,US/Eastern,KMGE,2020-09-17T15:56:00Z,73,73,88,28.64,6,N,8,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-988811,MapQuest,201,2,2019-12-30T14:12:01Z,2019-12-30T15:14:42Z,33.898289,-118.326538,NA,NA,0,Accident on 147th St at Crenshaw Blvd.,14701,Crenshaw Blvd,L,Gardena,Los Angeles,CA,90249-3601,US,US/Pacific,KHHR,2019-12-30T13:53:00Z,64,64,29,29.88,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-812994,MapQuest,201,2,2020-06-17T17:26:46Z,2020-06-17T18:11:43Z,33.475719,-82.001938,NA,NA,0,Accident on Walton Way at Baker Ave.,901,Baker Ave,R,Augusta,Richmond,GA,30904-4101,US,US/Eastern,KDNL,2020-06-17T17:53:00Z,75,75,57,29.6,10,VAR,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119717,Bing,NA,2,2017-11-09T15:48:53Z,2017-11-09T21:48:53Z,38.8004,-77.16608,NA,NA,0.561,Between I-395/I-495 and I-95/I-495/WB Exit 1/EB Exit 170 - Accident.,NA,I-395 S,R,Springfield,Fairfax County,VA,22151,US,US/Eastern,KDAA,2017-11-09T15:56:00Z,55.9,NA,72,30.07,10,West,3.5,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-599692,MapQuest,246,3,2020-09-11T17:12:40Z,2020-09-11T18:29:05Z,40.161236,-111.646736,NA,NA,0,Three lanes blocked due to accident on I-15 Southbound at Exit 260 UT-77 3900.,NA,W 400 S,R,Springville,Utah,UT,84663,US,US/Mountain,KPVU,2020-09-11T16:56:00Z,78,78,15,25.54,10,NNE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1902157,MapQuest,201,2,2018-09-21T08:20:09Z,2018-09-21T08:49:57Z,39.810825,-86.097801,NA,NA,0,Accident on 30th St at Forest Manor Ave.,2990,Forest Manor Ave,L,Indianapolis,Marion,IN,46218-3037,US,US/Eastern,KEYE,2018-09-21T07:53:00Z,73.9,NA,76,29.93,10,SSW,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3063818,Bing,NA,2,2020-12-18T05:24:44Z,2020-12-18T07:43:06Z,27.850372,-82.762391,NA,NA,0.089,Incident on STARKEY RD near 86TH AVE N Drive with caution.,NA,86th Ave,R,Seminole,Pinellas,FL,33777,US,US/Eastern,KPIE,2020-12-18T05:53:00Z,42,36,85,30.29,10,NNE,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-1186314,MapQuest,241,2,2019-09-26T12:42:35Z,2019-09-26T16:59:08Z,38.058041,-121.188698,NA,NA,0,Lane blocked due to accident on CA-88 both ways at Eight Mile Rd.,10140,N Highway 88,R,Stockton,San Joaquin,CA,95212,US,US/Pacific,KSCK,2019-09-26T12:55:00Z,90,90,35,29.82,10,NNW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1131918,MapQuest,201,2,2019-11-18T06:02:28Z,2019-11-18T07:49:51Z,41.936539,-88.076393,NA,NA,0,Accident on George Bell Dr at CR-11 Army Trail Rd.,NA,E Army Trail Rd,R,Glendale Heights,DuPage,IL,60139,US,US/Central,KDPA,2019-11-18T05:52:00Z,34,28,92,28.98,3,NW,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-2911319,Bing,NA,2,2017-04-12T15:54:34Z,2017-04-12T21:54:34Z,37.45888,-122.13801,NA,NA,0.502,At CA-109/University Ave/Exit 403 - Accident.,NA,US-101 N,R,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,2017-04-12T15:47:00Z,68,NA,52,29.93,10,SW,17.3,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1118677,MapQuest,201,2,2019-11-12T07:59:02Z,2019-11-12T08:43:44Z,44.937519,-93.12178,NA,NA,0,Restrictions due to accident on I-35E Northbound at Exit 105 St Albans St.,NA,I-35E S,R,Saint Paul,Ramsey,MN,55102,US,US/Central,KSTP,2019-11-12T07:53:00Z,7,-3,77,29.78,10,SW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3773553,Bing,NA,2,2019-12-11T19:05:00Z,2019-12-11T20:57:58Z,33.823392,-118.198853,NA,NA,0,At Pacific Pl/Exit 32A - Accident.,NA,I-405 N,R,Long Beach,Los Angeles,CA,90807,US,US/Pacific,KLGB,2019-12-11T18:53:00Z,60,60,75,30.1,10,WSW,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1085087,MapQuest,201,3,2019-10-28T14:55:40Z,2019-10-28T15:54:31Z,40.827553,-73.836609,NA,NA,0,Right lane blocked due to accident on I-678 Hutchinson River Pkwy Northbound after I-95 Cross Bronx Expy.,NA,Hutchinson River Pkwy N,R,Bronx,Bronx,NY,10465,US,US/Eastern,KLGA,2019-10-28T14:51:00Z,62,62,58,30.17,10,NE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1908717,MapQuest,201,2,2018-09-25T06:45:15Z,2018-09-25T07:31:15Z,39.857521,-75.086678,NA,NA,0,Right hand shoulder blocked due to accident on New Jersey Tpke Eastbound after NJ-42.,NA,New Jersey Tpke S,R,Bellmawr,Camden,NJ,08031,US,US/Eastern,KPHL,2018-09-25T06:40:00Z,64.9,NA,97,30.29,7,East,12.7,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-957442,MapQuest,201,3,2020-02-17T01:25:40Z,2020-02-17T02:40:55Z,34.072208,-117.890251,NA,NA,0,Right hand shoulder blocked due to accident on I-10 Eastbound at Exit 37A Garvey Ave.,NA,N Citrus St,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2020-02-17T17:47:00Z,63,63,68,28.83,10,W,8,NA,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-159972,MapQuest,201,2,2016-08-01T07:27:50Z,2016-08-01T08:04:00Z,34.371025,-82.222816,NA,NA,0,Accident on US-25 near Nation Rd.,NA,Nation Rd,R,Ware Shoals,Greenwood,SC,29692,US,US/Eastern,KGRD,2016-08-01T07:56:00Z,75,NA,90,30.1,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2862442,Bing,NA,2,2017-01-30T07:22:42Z,2017-01-30T13:22:42Z,35.191393,-89.97287,NA,NA,0.55,Between Hollywood St/Exit 5 and Warford St/Exit 6 - Accident.,NA,I-40 E,R,Memphis,Shelby,TN,38108,US,US/Central,KMEM,2017-01-30T06:54:00Z,39,36.8,73,30.13,10,West,3.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3631220,Bing,NA,2,2020-04-09T15:07:00Z,2020-04-09T17:06:46Z,34.161567,-117.465761,NA,NA,0,At Duncan Canyon Rd/Exit 118 - Accident.,NA,I-15 S,R,Fontana,San Bernardino,CA,92336,US,US/Pacific,KONT,2020-04-09T15:03:00Z,52,52,89,29.06,4,NNE,3,0.01,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-612459,MapQuest,201,3,2020-09-22T17:38:22Z,2020-09-22T19:38:48Z,37.302319,-79.328659,NA,NA,1.21000003815,Right lane closed due to accident on US-460 Eastbound from Fowler Ln to Ranch Ln.,NA,E Lynchburg Salem Tpke,R,Forest,Bedford County,VA,24551,US,US/Eastern,KLYH,2020-09-22T17:54:00Z,69,69,45,29.09,10,SW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-69365,MapQuest,241,3,2016-11-04T12:26:36Z,2016-11-04T13:03:00Z,33.826569,-118.207581,NA,NA,0.01,#1 lane blocked right hand shoulder blocked and left hand shoulder blocked due to accident on I-710 Northbound at Exit 4 I-405.,NA,Long Beach Fwy S,R,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,2016-11-04T12:53:00Z,73.9,NA,40,30.04,10,South,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
